1, 0, 0, 0.0, 0.0, 0.0, 1, -0.7, 10.000000, 10.000000, -75.000000, 0.0, 10.000000, 10.000000, 75.000000, 0.0
1, 0, 1, 0.0, 0.0, 0.0, 1, -0.7, 10.000000, 10.000000, -66.666667, 0.0, 10.000000, 10.000000, 66.666667, 0.0
1, 0, 2, 0.0, 0.0, 0.0, 1, -0.7, 10.000000, 10.000000, -58.333333, 0.0, 10.000000, 10.000000, 58.333333, 0.0
1, 0, 3, 0.0, 0.0, 0.0, 1, -0.7, 10.000000, 10.000000, -50.000000, 0.0, 10.000000, 10.000000, 50.000000, 0.0
1, 0, 4, 0.0, 0.0, 0.0, 1, -0.7, 10.000000, 10.000000, -41.666667, 0.0, 10.000000, 10.000000, 41.666667, 0.0
1, 0, 5, 0.0, 0.0, 0.0, 1, -0.7, 10.000000, 10.000000, -33.333333, 0.0, 10.000000, 10.000000, 33.333333, 0.0
1, 0, 6, 0.0, 0.0, 0.0, 1, -0.7, 10.000000, 10.000000, -25.000000, 0.0, 10.000000, 10.000000, 25.000000, 0.0
1, 0, 7, 0.0, 0.0, 0.0, 1, -0.7, 10.000000, 10.000000, -16.666667, 0.0, 10.000000, 10.000000, 16.666667, 0.0
1, 0, 8, 0.0, 0.0, 0.0, 1, -0.7, 10.000000, 10.000000, -8.333333, 0.0, 10.000000, 10.000000, 8.333333, 0.0
1, 0, 9, 0.0, 0.0, 0.0, 1, -0.7, 10.000000, 10.000000, 0.000000, 0.0, 10.000000, 10.000000, 0.000000, 0.0
1, 1, 0, 0.0, 0.0, 0.0, 1, -0.7, 8.900000, 10.000000, -75.000000, 0.0, 8.900000, 10.000000, 75.000000, 0.0
1, 1, 1, 0.0, 0.0, 0.0, 1, -0.7, 8.900000, 10.000000, -66.666667, 0.0, 8.900000, 10.000000, 66.666667, 0.0
1, 1, 2, 0.0, 0.0, 0.0, 1, -0.7, 8.900000, 10.000000, -58.333333, 0.0, 8.900000, 10.000000, 58.333333, 0.0
1, 1, 3, 0.0, 0.0, 0.0, 1, -0.7, 8.900000, 10.000000, -50.000000, 0.0, 8.900000, 10.000000, 50.000000, 0.0
1, 1, 4, 0.0, 0.0, 0.0, 1, -0.7, 8.900000, 10.000000, -41.666667, 0.0, 8.900000, 10.000000, 41.666667, 0.0
1, 1, 5, 0.0, 0.0, 0.0, 1, -0.7, 8.900000, 10.000000, -33.333333, 0.0, 8.900000, 10.000000, 33.333333, 0.0
1, 1, 6, 0.0, 0.0, 0.0, 1, -0.7, 8.900000, 10.000000, -25.000000, 0.0, 8.900000, 10.000000, 25.000000, 0.0
1, 1, 7, 0.0, 0.0, 0.0, 1, -0.7, 8.900000, 10.000000, -16.666667, 0.0, 8.900000, 10.000000, 16.666667, 0.0
1, 1, 8, 0.0, 0.0, 0.0, 1, -0.7, 8.900000, 10.000000, -8.333333, 0.0, 8.900000, 10.000000, 8.333333, 0.0
1, 1, 9, 0.0, 0.0, 0.0, 1, -0.7, 8.900000, 10.000000, 0.000000, 0.0, 8.900000, 10.000000, 0.000000, 0.0
1, 2, 0, 0.0, 0.0, 0.0, 1, -0.7, 7.800000, 10.000000, -75.000000, 0.0, 7.800000, 10.000000, 75.000000, 0.0
1, 2, 1, 0.0, 0.0, 0.0, 1, -0.7, 7.800000, 10.000000, -66.666667, 0.0, 7.800000, 10.000000, 66.666667, 0.0
1, 2, 2, 0.0, 0.0, 0.0, 1, -0.7, 7.800000, 10.000000, -58.333333, 0.0, 7.800000, 10.000000, 58.333333, 0.0
1, 2, 3, 0.0, 0.0, 0.0, 1, -0.7, 7.800000, 10.000000, -50.000000, 0.0, 7.800000, 10.000000, 50.000000, 0.0
1, 2, 4, 0.0, 0.0, 0.0, 1, -0.7, 7.800000, 10.000000, -41.666667, 0.0, 7.800000, 10.000000, 41.666667, 0.0
1, 2, 5, 0.0, 0.0, 0.0, 1, -0.7, 7.800000, 10.000000, -33.333333, 0.0, 7.800000, 10.000000, 33.333333, 0.0
1, 2, 6, 0.0, 0.0, 0.0, 1, -0.7, 7.800000, 10.000000, -25.000000, 0.0, 7.800000, 10.000000, 25.000000, 0.0
1, 2, 7, 0.0, 0.0, 0.0, 1, -0.7, 7.800000, 10.000000, -16.666667, 0.0, 7.800000, 10.000000, 16.666667, 0.0
1, 2, 8, 0.0, 0.0, 0.0, 1, -0.7, 7.800000, 10.000000, -8.333333, 0.0, 7.800000, 10.000000, 8.333333, 0.0
1, 2, 9, 0.0, 0.0, 0.0, 1, -0.7, 7.800000, 10.000000, 0.000000, 0.0, 7.800000, 10.000000, 0.000000, 0.0
1, 3, 0, 0.0, 0.0, 0.0, 1, -0.7, 6.700000, 10.000000, -75.000000, 0.0, 6.700000, 10.000000, 75.000000, 0.0
1, 3, 1, 0.0, 0.0, 0.0, 1, -0.7, 6.700000, 10.000000, -66.666667, 0.0, 6.700000, 10.000000, 66.666667, 0.0
1, 3, 2, 0.0, 0.0, 0.0, 1, -0.7, 6.700000, 10.000000, -58.333333, 0.0, 6.700000, 10.000000, 58.333333, 0.0
1, 3, 3, 0.0, 0.0, 0.0, 1, -0.7, 6.700000, 10.000000, -50.000000, 0.0, 6.700000, 10.000000, 50.000000, 0.0
1, 3, 4, 0.0, 0.0, 0.0, 1, -0.7, 6.700000, 10.000000, -41.666667, 0.0, 6.700000, 10.000000, 41.666667, 0.0
1, 3, 5, 0.0, 0.0, 0.0, 1, -0.7, 6.700000, 10.000000, -33.333333, 0.0, 6.700000, 10.000000, 33.333333, 0.0
1, 3, 6, 0.0, 0.0, 0.0, 1, -0.7, 6.700000, 10.000000, -25.000000, 0.0, 6.700000, 10.000000, 25.000000, 0.0
