#-----------------------------------------------------------------------------#
#                                                                             #
# Input catalogue file for use with the POSSUM pipeline.                      #
# Used to generate artificial data for testing purposes.                      #
#                                                                             #
# Note: spatial information (x,y,maj,min,pa) is ignored when generating 1D    #
#       ASCII data. If generating image data these are the world-coordinates  #
#       and parameters of the injected Gaussians.                             #
#                                                                             #
# C. Purcell 06-April-2016                                                    #
#                                                                             #
#-----------------------------------------------------------------------------#

# MODEL TYPE 1: External depolarised components within same beam (not LOS).
# Type, x_deg, y_deg, maj_asec, min_asec, pa_deg, fluxI_mJy, SI, [polFrac, evpa_deg, faradayDepth_radm2, faradayDispersion_radm2]xN
#
# MODEL TYPE 2: Emitting & rotating regions stacked along the line-of-sight.
# Type, x_deg, y_deg, maj_asec, min_asec, pa_deg, fluxI_mJy, SI, [polFrac, evpa_deg, faradayDepth_radm2]xN
#

1, 90.0016, +0.0023, 0.0, 0.0, 0.0, 1.0, -0.7,      0.4, 30.0, 30.0, 0.0,      0.4, 30.0, 100.0, 0.0 # 1
1, 90.0016, +0.0023, 0.0, 0.0, 0.0, 1.0, -0.7,      0.4, 30.0, 30.0, 0.0,      0.4, 30.0, 90.0, 0.0 # 2
1, 90.0016, +0.0023, 0.0, 0.0, 0.0, 1.0, -0.7,      0.4, 30.0, 30.0, 0.0,      0.4, 30.0, 80.0, 0.0 # 3
1, 90.0016, +0.0023, 0.0, 0.0, 0.0, 1.0, -0.7,      0.4, 30.0, 30.0, 0.0,      0.4, 30.0, 70.0, 0.0 # 4
1, 90.0016, +0.0023, 0.0, 0.0, 0.0, 1.0, -0.7,      0.4, 30.0, 30.0, 0.0,      0.4, 30.0, 60.0, 0.0 # 5
1, 90.0016, +0.0023, 0.0, 0.0, 0.0, 1.0, -0.7,      0.4, 30.0, 30.0, 0.0,      0.4, 30.0, 50.0, 0.0 # 6
1, 90.0016, +0.0023, 0.0, 0.0, 0.0, 1.0, -0.7,      0.4, 30.0, 30.0, 0.0,      0.4, 30.0, 40.0, 0.0 # 7
1, 90.0016, +0.0023, 0.0, 0.0, 0.0, 1.0, -0.7,      0.4, 30.0, 30.0, 0.0,      0.4, 30.0, 39.0, 0.0 # 8
1, 90.0016, +0.0023, 0.0, 0.0, 0.0, 1.0, -0.7,      0.4, 30.0, 30.0, 0.0,      0.4, 30.0, 38.0, 0.0 # 9
1, 90.0016, +0.0023, 0.0, 0.0, 0.0, 1.0, -0.7,      0.4, 30.0, 30.0, 0.0,      0.4, 30.0, 37.0, 0.0 # 10
1, 90.0016, +0.0023, 0.0, 0.0, 0.0, 1.0, -0.7,      0.4, 30.0, 30.0, 0.0                            # 11
1, 90.0016, +0.0023, 0.0, 0.0, 0.0, 1.0, -0.7,      0.4, 30.0, 30.0, 0.0,      0.05, 30.0, 50.0, 0.0 # 12
1, 90.0016, +0.0023, 0.0, 0.0, 0.0, 100.0, -0.7,      0.4, 30.0, 30.0, 0.0                            # 13
1, 90.0016, +0.0023, 0.0, 0.0, 0.0, 100.0, -0.7,      0.4, 30.0, 30.0, 0.0,      0.05, 30.0, 50.0, 0.0 # 14
